name,postal_code,stars,review_count,is_open
Sonoran Desert Olive Oil Company,85054,4.5,6,1
Nothing Bundt Cakes,85018,4,,1
Starbucks,85032,,54,1
Pita Pit,85044,,20,0
Ali Baba's Restaurant & Bakery,85053,4,91,0
Nee House Chinese Restaurant,85032,3.5,301,1
WooKar Water 'n Ice,85032,3,5,0
Lychee Kitchen,85027,4.5,95,1
Century Grand - Platform 18,85018,,66,1
QDOBA Mexican Eats,85048,3.5,,1
Jersey Mike's Subs,85032,3,88,1
Desert Swirl Frozen Yogurt,85053,,91,1
The Rec Room Sports Grill,85053,3.5,17,0
RKDA Kitchen,85018,4.5,22,1
Jesters Mexican Grill,85027,4,17,0
Starbucks,85053,2.5,11,1
Thai Delight,85048,4.5,276,1
Walgreens,85051,2,11,1
Circle K,85021,2.5,3,1
Walgreens,85051,1.5,21,1
Hanyo Grill,85048,3,4,1
Sprouts Farmers Market,85013,4,45,1
The Radisson Hotel Phoenix North,85051,3,,0
Bill Johnson's Big Apple Restaurants,85017,3.5,5,0
Fry's,85086,3.5,52,1
Bosa Donuts,85018,4,372,1
QuikTrip,85016,4,22,1
Cheese Love & Happiness,85043,3,15,1
Barrio Urbano,85014,3.5,175,0
68 Degrees Sabor,85035,,4,1
Hooters,85004,,5,1
Faye's Farmstand,85043,5,5,0
Focaccia Fiorentina,85034,1.5,4,1
Ben Brothers Market,85006,3.5,14,1
Cactus Corn,85003,4,9,1
La Grande Orange Pizzeria,85018,4.5,850,1
"Snooze, An A.M. Eatery",85016,4,3515,1
Queen Creek Olive Mill Marketplace,85016,5,7,0
Jasmine Thai Cuisine,85013,3.5,97,0
Paradise Bakery,85028,3,70,0
Meat the Ball,85016,4.5,89,1
Hyatt Regency Phoenix,85004,,340,1
The Place,85051,3.5,20,0
Arby's,85018,3,24,1
Lafitte's,85023,3,30,0
Taqueria Guadalajara,85017,4,12,0
The Daily Grind,85004,3.5,3,0
Mrs White's Golden Rule Cafe,85034,3.5,447,1
Watertyme Westridge,85033,5,4,1
Duck & Decanter,85012,4,24,0
La Piñata,85013,,290,1
Schlotzsky's,85018,2.5,,1
Applebee's Neighborhood Grill & Bar,85048,1.5,5,0
Rocky Mountain Chocolate Factory,85050,3.5,8,0
Shine Coffee,85003,4.5,55,0
Hyatt Regency Phoenix,85004,,3,1
Freak Brothers Pizza,85004,4,53,1
Del Monte Market,85041,4.5,15,1
Tommy Pastrami NY Deli,85004,4,165,0
Samurai Sam's,85043,3,17,1
Viet Kitchen,85003,,21,0
Domino's Pizza,85017,2,24,1
Bobby D's Restaurant & Lounge,85020,4.5,26,1
Native Grill & Wings,85085,2.5,38,1
Charleys Grilled Subs,85051,4.5,7,1
Nekter Juice Bar,85050,3,129,1
Mellow Mushroom,85054,3.5,397,1
Provisions Pizza,85003,3,,0
KFC,85032,2,45,1
Eribertos Mexican Food,85022,3,58,1
Wingstop,85020,3,,1
Julio's Too,85032,3,49,1
Wendy's,85027,3.5,29,1
Pink Lotus Express,85027,3,17,0
Subway Restaurants,85032,4,21,1
Cheba Hut Toasted Subs,85044,4.5,103,1
Luci's at the Orchard,85020,4,426,1
Fired Pie,85012,4,255,1
Momenti,85028,3.5,18,0
Carniceria Castillo,85040,5,5,1
BevMo,85085,3.5,56,1
Smart & Final Extra!,85032,3.5,12,1
Lucky Strike - Phoenix,85003,3.5,259,1
Next Step Meal Prep,85001,4.5,23,1
Wraps N Curry,85053,4.5,164,1
Pizza Hut,85009,2,21,1
Wingettes,85032,3.5,40,0
Jimmy John's,85037,3,49,1
Hatch-it Green Chile Burgers & Tacos,85013,4.5,115,1
Mighty Mikes,85017,1,3,0
Rimrock Bar & Grille,85034,3,41,1
Fabulous Food,85034,4.5,10,1
Jacquee's Espresso,85004,4,,0
Comedor Guadalajara,85004,4,589,1
Empire Discount Liquors,85018,4,11,1
St. Francis Restaurant,85012,4,1666,1
Sagasta Salon & Coffee Bar,85016,3,3,0
The Corner Deli,85014,3.5,38,1
Cutie,85032,5,58,1
Frys,85053,,10,1
QuikTrip,85016,3.5,37,1
Quiznos,85029,2.5,5,0
Peaks & Valleys Restaurant,85085,3.5,62,1
Circle K,85041,2.5,5,1
Paradise Bakery & Cafe,85034,3,82,0
Sushi-to,85019,5,11,1
Wong's Chinese Cuisine,85037,4.5,380,1
Safeway,85020,,49,1
Jack in the Box,85003,2,15,1
Starbucks,85014,4.5,,1
Jack in the Box,85014,3,10,1
Tammie Coe Cakes & MJ Bread,85018,4,36,0
Pointe In Tyme,85020,3.5,124,1
Culver's,85027,3,148,1
Raspados Guerrero,85033,,,1
Full Belly Deli,85027,4,42,0
Indigo Bistro,85021,3,6,1
Gourmet House Of Hong Kong,85006,3.5,110,0
Carniceria Los Pinos,85008,3,8,1
Domino's Pizza,85017,2,24,1
"Fleur de Lis Unforgettable Cakes, Desserts and More",85020,4,34,1
Valley Wings,85023,4.5,282,1
Mariscos Bella Vista,85032,4,15,1
Chili's,85027,3.5,80,1
Lunch Box,85017,3,60,1
Nocawich,85034,2.5,84,1
MOD Pizza,85048,4,98,1
First Watch,85012,3.5,118,1
Chili's,85035,2.5,,1
Chick-fil-A,85016,4,190,1
ampm,85027,2,3,1
Wendy's,85034,2.5,26,1
Water N Ice,85051,4,11,1
Starbucks,85004,3.5,12,0
Snoh Ice Shavery,85014,4.5,706,1
Altamimi Restutant,85051,4,4,0
Fenix Eatery & Bar,85018,3.5,9,0
Fuego Del Mar,85016,2.5,24,0
The Original Marketplace,85008,5,9,1
Super Carniceria La Hereford,85033,2.5,3,1
Einstein Bros Bagels,85050,2.5,105,1
Sassy Cakes By Nina,85016,4.5,49,1
LaMar's Donuts & Coffee,85023,4.5,260,1
Del Taco,85027,1.5,19,1
Concorde Cafe,85021,4,10,0
Arizona Club,85004,4,6,0
Zax Cafe,85021,4,15,0
Circle K,85016,2.5,11,1
Long Wong's of Laveen,85041,3,54,1
Jack in the Box,85043,2,7,1
Rally's Hamburgers,85034,3,4,0
Larry's Picnic,85013,5,4,1
Kwench Juice Cafe,85004,3.5,4,1
Circle K,85021,2,7,0
IHOP,85004,2,158,1
The Golden Greek,85051,4,133,1
Radio Cafe,85018,4,67,0
Chick-fil-A,85027,3.5,,1
Zefie's Smoothies,85023,3.5,5,0
Trattoria D'Amico,85044,4,223,1
Chico's Tacos,85004,3,94,0
Taco's el Rancho,85017,4.5,3,1
Dunkin',85024,1.5,80,1
Popeyes Louisiana Kitchen,85016,2,58,1
Wren House Brewing,85008,4.5,277,1
Filiberto's Mexican Food,85043,2.5,14,1
Bitter & Twisted Cocktail Parlour,85003,4,1180,1
Spices Times Smoke Shop,85006,5,3,0
1000 Degrees Neapolitan Pizzeria,85054,4.5,197,0
Los Dos Molinos,85014,3.5,335,1
Ike's Love and Sandwiches,85018,4,3,0
Fate 905,85004,3,85,0
Jack in the Box,85009,3,9,1
Greekfest Restaurant,85016,3.5,113,1
Fry's & Fry's Marketplace,85042,1.5,6,1
Starbucks,85029,3,30,0
Sherrye's Kitchen,85041,5,4,1
Fry's,85032,,5,1
Al Rafedin,85019,3,4,1
Greers Farm,85355,3.5,3,0
La Tradicion Restaurant,85008,4.5,3,0
Starbucks,85032,,44,1
Great Wall Buffet,85029,2,26,0
Bean Sprouts Cafe,85004,3.5,6,1
The GYM Sports Bar & Grill,85050,3.5,26,0
McDonald's,85085,2,17,1
Residential Gourmet,85032,1.5,17,0
Ready to Nosh Food Tours,85003,1.5,5,1
Walter Station Brewery,85034,4.5,45,1
DELICIOSO RASPADOS,85016,4,10,0
Villa Italian Kitchen,85048,2,22,1
Sunshine Market,85006,5,27,1
Yogurtology,85034,3.5,15,1
Circle K,85008,2,6,1
Tacos Huicho,85032,4,98,1
Romano's Macaroni Grill,85044,3,17,0
Circle K,85021,1.5,5,1
Subway Restaurants,85032,3,7,1
Souper Salad,85016,3.5,12,0
Barrio Café,85006,4,1540,1
Gallagher's,85042,3,245,1
Federal Pizza,85012,4.5,989,1
A-Town Grill & Eatery,85048,2.5,9,0
Maskadores Taco shop,85020,4.5,117,1
Taco Bell,85027,4,40,1
On The Border Mexican Grill & Cantina,85044,3.5,292,1
Olive Branch Market,85051,3,5,1
Taco Bell,85021,3,23,1
Carl's Jr 7081,85053,2,24,1
Wendy's,85022,2,52,1
Rosati's Pizza,85018,3,238,1
Mariscos Y Barbacoa La Bella,85008,3,9,1
Safeway,85016,3,11,1
QuikTrip,85024,4,20,1
Two Hippies Breakfast Joint,85013,3,,0
Circle K,85021,2,6,1
Chuy's Mesquite Broiler,85022,3,11,0
La Casita Cafe,85041,5,3,0
Zam Zam World Foods,85008,4,37,0
The Best Ever Subs and More,85050,4.5,13,0
Walgreens,85018,2,18,1
Federico's Mexican Food,85033,2,11,1
Waffle House,85048,3.5,119,1
US Egg,85053,4,276,1
Catabella's Deli &Cafè,85015,5,3,1
San Francisco Chocolate Factory,85020,5,3,1
Waffle House,85048,3.5,119,1
Schreiner's Fine Sausage,85014,4.5,127,1
Trailhead Bike Cafe,85016,4,94,1
Southwest Restaurant Supply,85008,3.5,8,1
Wadaa Street Tacos & Catering,85001,4,364,0
Willie's Taco Joint,85004,4,155,1
Cornish Pasty,85003,,475,1
Caribbean Marketplace Grill,85015,3.5,29,1
Taberna del Tequila,85034,2,71,1
Little Jamaica,85042,2,,1
Uno Mas Mexican Grill,85003,3,5,0
Little King of Kings,85007,4,6,0
